Time,Channel A
(ms),(V)

-0.10004399,0.00000000
-0.09998799,0.09350394
-0.09993199,0.00000000
-0.09987599,0.00000000
-0.09981999,0.09350394
-0.09976399,0.09350394
-0.09970799,0.00000000
-0.09965199,0.09350394
-0.09959599,0.00000000
-0.09953999,0.09350394
-0.09948399,0.00000000
-0.09942799,0.09350394
-0.09937199,0.09350394
-0.09931599,0.00000000
-0.09925999,0.00000000
-0.09920399,0.00000000
-0.09914799,0.00000000
-0.09909199,0.00000000
-0.09903599,0.00000000
-0.09897999,0.09350394
-0.09892399,0.09350394
-0.09886799,0.09350394
-0.09881199,0.09350394
-0.09875599,0.09350394
-0.09869999,0.09350394
-0.09864399,0.09350394
-0.09858799,0.09350394
-0.09853199,0.09350394
-0.09847599,0.09350394
-0.09841999,0.09350394
-0.09836399,0.09350394
-0.09830799,0.09350394
-0.09825199,0.09350394
-0.09819599,0.00000000
-0.09813999,0.00000000
-0.09808399,0.09350394
-0.09802799,0.00000000
-0.09797199,0.09350394
-0.09791599,0.09350394
-0.09785999,0.00000000
-0.09780399,0.00000000
-0.09774799,0.00000000
-0.09769199,0.00000000
-0.09763599,0.00000000
-0.09757999,0.00000000
-0.09752399,0.00000000
-0.09746799,0.00000000
-0.09741199,0.00000000
-0.09735599,0.00000000
-0.09729999,0.09350394
-0.09724399,0.00000000
-0.09718799,0.00000000
-0.09713199,0.00000000
-0.09707599,0.09350394
-0.09701999,0.09350394
-0.09696399,0.00000000
-0.09690799,0.00000000
-0.09685199,0.09350394
-0.09679599,0.00000000
-0.09673999,0.00000000
-0.09668399,0.00000000
-0.09662799,0.00000000
-0.09657199,0.00000000
-0.09651599,0.09350394
-0.09645999,0.00000000
-0.09640399,0.00000000
-0.09634799,0.09350394
-0.09629199,0.00000000
-0.09623599,0.00000000
-0.09617999,0.09350394
-0.09612399,0.09350394
-0.09606799,0.00000000
-0.09601199,0.00000000
-0.09595599,0.09350394
-0.09589999,0.00000000
-0.09584399,0.00000000
-0.09578799,0.00000000
-0.09573199,0.00000000
-0.09567599,0.00000000
-0.09561999,0.00000000
-0.09556399,0.09350394
-0.09550799,0.00000000
-0.09545199,0.09350394
-0.09539599,0.09350394
-0.09533999,0.00000000
-0.09528399,0.00000000
-0.09522799,0.00000000
-0.09517199,0.09350394
-0.09511599,0.00000000
-0.09505999,0.00000000
-0.09500399,0.00000000
-0.09494799,0.00000000
-0.09489199,0.00000000
-0.09483599,0.00000000
-0.09477999,0.00000000
-0.09472399,0.09350394
-0.09466799,0.09350394
-0.09461199,0.00000000
-0.09455599,0.09350394
-0.09449999,0.09350394
-0.09444399,0.00000000
-0.09438799,0.00000000
-0.09433199,0.09350394
-0.09427599,0.00000000
-0.09421999,0.00000000
-0.09416399,0.00000000
-0.09410799,0.00000000
-0.09405199,0.00000000
-0.09399599,0.00000000
-0.09393999,0.00000000
-0.09388399,0.00000000
-0.09382799,0.00000000
-0.09377199,0.00000000
-0.09371599,0.00000000
-0.09365999,0.00000000
-0.09360399,0.00000000
-0.09354799,0.00000000
-0.09349199,0.00000000
