Time,Channel A
(ms),(V)

-0.40033330,0.00000000
-0.40013330,0.00000000
-0.39993330,0.00000000
-0.39973330,0.00000000
-0.39953330,0.00000000
-0.39933330,0.09350394
-0.39913330,0.00000000
-0.39893330,0.09350394
-0.39873330,0.00000000
-0.39853330,0.00000000
-0.39833330,0.00000000
-0.39813330,0.00000000
-0.39793330,0.00000000
-0.39773330,0.09350394
-0.39753330,0.00000000
-0.39733330,0.00000000
-0.39713330,0.00000000
-0.39693330,0.00000000
-0.39673330,0.00000000
-0.39653330,0.00000000
-0.39633330,0.00000000
-0.39613330,0.09350394
-0.39593330,0.00000000
-0.39573330,0.00000000
-0.39553330,0.00000000
-0.39533330,0.00000000
-0.39513330,0.00000000
-0.39493330,0.00000000
-0.39473330,0.00000000
-0.39453330,0.00000000
-0.39433330,0.00000000
-0.39413330,0.09350394
-0.39393330,0.00000000
-0.39373330,0.00000000
-0.39353330,0.00000000
-0.39333330,0.09350394
-0.39313330,0.00000000
-0.39293330,0.09350394
-0.39273330,0.00000000
-0.39253330,0.09350394
-0.39233330,0.00000000
-0.39213330,0.00000000
-0.39193330,0.00000000
-0.39173330,0.00000000
-0.39153330,0.00000000
-0.39133330,0.00000000
-0.39113330,0.00000000
-0.39093330,0.09350394
-0.39073330,0.09350394
-0.39053330,0.00000000
-0.39033330,0.00000000
-0.39013330,0.09350394
-0.38993330,0.00000000
-0.38973330,0.09350394
-0.38953330,0.00000000
-0.38933330,0.09350394
-0.38913330,0.00000000
-0.38893330,0.09350394
-0.38873330,0.00000000
-0.38853330,0.09350394
-0.38833330,0.09350394
-0.38813330,0.09350394
-0.38793330,0.00000000
-0.38773330,0.00000000
-0.38753330,0.00000000
-0.38733330,0.00000000
-0.38713330,0.09350394
-0.38693330,0.09350394
-0.38673330,0.09350394
-0.38653330,0.09350394
-0.38633330,0.09350394
-0.38613330,0.09350394
-0.38593330,0.09350394
-0.38573330,0.00000000
-0.38553330,0.09350394
-0.38533330,0.00000000
-0.38513330,0.00000000
-0.38493330,0.00000000
-0.38473330,0.00000000
-0.38453330,0.09350394
-0.38433330,0.00000000
-0.38413330,0.00000000
-0.38393330,0.00000000
-0.38373330,0.00000000
-0.38353330,0.00000000
-0.38333330,0.09350394
-0.38313330,0.00000000
-0.38293330,0.09350394
-0.38273330,0.00000000
-0.38253330,0.00000000
-0.38233330,0.00000000
-0.38213330,0.00000000
-0.38193330,0.00000000
-0.38173330,0.00000000
-0.38153330,0.00000000
-0.38133330,0.00000000
-0.38113330,0.09350394
-0.38093330,0.00000000
-0.38073330,0.00000000
-0.38053330,0.09350394
-0.38033330,0.00000000
-0.38013330,0.00000000
-0.37993330,0.00000000
-0.37973330,0.00000000
-0.37953330,0.00000000
-0.37933330,0.00000000
-0.37913330,0.00000000
-0.37893330,0.00000000
-0.37873330,0.00000000
-0.37853330,0.00000000
-0.37833330,0.09350394
-0.37813330,0.00000000
-0.37793330,0.00000000
-0.37773330,0.09350394
-0.37753330,0.09350394
-0.37733330,0.00000000
-0.37713330,0.00000000
-0.37693330,0.00000000
