Time,Channel A
(ms),(V)

-0.20014800,0.00000000
-0.20004400,0.00000000
-0.19994000,0.09350394
-0.19983600,0.09350394
-0.19973200,0.00000000
-0.19962800,0.00000000
-0.19952400,0.00000000
-0.19942000,0.00000000
-0.19931600,0.09350394
-0.19921200,0.00000000
-0.19910800,0.09350394
-0.19900400,0.00000000
-0.19890000,0.00000000
-0.19879600,0.00000000
-0.19869200,0.00000000
-0.19858800,0.00000000
-0.19848400,0.00000000
-0.19838000,0.00000000
-0.19827600,0.00000000
-0.19817200,0.00000000
-0.19806800,0.00000000
-0.19796400,0.00000000
-0.19786000,0.00000000
-0.19775600,0.00000000
-0.19765200,0.00000000
-0.19754800,0.00000000
-0.19744400,0.00000000
-0.19734000,0.00000000
-0.19723600,0.00000000
-0.19713200,0.00000000
-0.19702800,0.00000000
-0.19692400,0.00000000
-0.19682000,0.00000000
-0.19671600,0.00000000
-0.19661200,0.00000000
-0.19650800,0.00000000
-0.19640400,0.00000000
-0.19630000,0.00000000
-0.19619600,0.00000000
-0.19609200,0.00000000
-0.19598800,0.00000000
-0.19588400,0.00000000
-0.19578000,0.00000000
-0.19567600,0.09350394
-0.19557200,0.00000000
-0.19546800,0.00000000
-0.19536400,0.00000000
-0.19526000,0.00000000
-0.19515600,0.00000000
-0.19505200,0.00000000
-0.19494800,0.00000000
-0.19484400,0.00000000
-0.19474000,0.00000000
-0.19463600,0.00000000
-0.19453200,0.00000000
-0.19442800,0.00000000
-0.19432400,0.09350394
-0.19422000,0.00000000
-0.19411600,0.00000000
-0.19401200,0.00000000
-0.19390800,0.09350394
-0.19380400,0.00000000
-0.19370000,0.09350394
-0.19359600,0.00000000
-0.19349200,0.00000000
-0.19338800,0.00000000
-0.19328400,0.00000000
-0.19318000,0.00000000
-0.19307600,0.00000000
-0.19297200,0.00000000
-0.19286800,0.00000000
-0.19276400,0.00000000
-0.19266000,0.00000000
-0.19255600,0.00000000
-0.19245200,0.00000000
-0.19234800,0.09350394
-0.19224400,0.00000000
-0.19214000,0.00000000
-0.19203600,0.09350394
-0.19193200,0.00000000
-0.19182800,0.00000000
-0.19172400,0.00000000
-0.19162000,0.09350394
-0.19151600,0.00000000
-0.19141200,0.09350394
-0.19130800,0.09350394
-0.19120400,0.09350394
-0.19110000,0.00000000
-0.19099600,0.00000000
-0.19089200,0.00000000
-0.19078800,0.00000000
-0.19068400,0.00000000
-0.19058000,0.00000000
-0.19047600,0.00000000
-0.19037200,0.09350394
-0.19026800,0.00000000
-0.19016400,0.09350394
-0.19006000,0.00000000
-0.18995600,0.09350394
-0.18985200,0.09350394
-0.18974800,0.00000000
-0.18964400,0.00000000
-0.18954000,0.00000000
-0.18943600,0.00000000
-0.18933200,0.00000000
-0.18922800,0.00000000
-0.18912400,0.09350394
-0.18902000,0.00000000
-0.18891600,0.00000000
-0.18881200,0.00000000
-0.18870800,0.00000000
-0.18860400,0.00000000
-0.18850000,0.00000000
-0.18839600,0.00000000
-0.18829200,0.00000000
-0.18818800,0.00000000
-0.18808400,0.00000000
-0.18798000,0.00000000
