Time,Channel A
(ms),(V)

-0.40023330,0.04675197
-0.40003330,0.00000000
-0.39983330,0.04675197
-0.39963330,0.00000000
-0.39943330,0.04675197
-0.39923330,0.00000000
-0.39903330,0.04675197
-0.39883330,0.04675197
-0.39863330,0.04675197
-0.39843330,0.04675197
-0.39823330,0.00000000
-0.39803330,0.04675197
-0.39783330,0.04675197
-0.39763330,0.04675197
-0.39743330,0.04675197
-0.39723330,0.04675197
-0.39703330,0.04675197
-0.39683330,0.04675197
-0.39663330,0.00000000
-0.39643330,0.00000000
-0.39623330,0.04675197
-0.39603330,0.00000000
-0.39583330,0.00000000
-0.39563330,0.00000000
-0.39543330,0.04675197
-0.39523330,0.04675197
-0.39503330,0.00000000
-0.39483330,0.00000000
-0.39463330,0.00000000
-0.39443330,0.00000000
-0.39423330,-0.04675197
-0.39403330,-0.04675197
-0.39383330,0.00000000
-0.39363330,0.00000000
-0.39343330,0.00000000
-0.39323330,0.00000000
-0.39303330,0.00000000
-0.39283330,0.04675197
-0.39263330,0.04675197
-0.39243330,0.00000000
-0.39223330,0.04675197
-0.39203330,0.04675197
-0.39183330,0.00000000
-0.39163330,0.04675197
-0.39143330,0.00000000
-0.39123330,0.00000000
-0.39103330,0.04675197
-0.39083330,0.00000000
-0.39063330,0.00000000
-0.39043330,0.00000000
-0.39023330,0.04675197
-0.39003330,0.04675197
-0.38983330,0.04675197
-0.38963330,0.04675197
-0.38943330,0.00000000
-0.38923330,0.04675197
-0.38903330,0.00000000
-0.38883330,0.00000000
-0.38863330,0.04675197
-0.38843330,0.00000000
-0.38823330,0.04675197
-0.38803330,0.04675197
-0.38783330,0.04675197
-0.38763330,-0.04675197
-0.38743330,0.04675197
-0.38723330,0.04675197
-0.38703330,0.04675197
-0.38683330,0.00000000
-0.38663330,0.00000000
-0.38643330,0.04675197
-0.38623330,0.00000000
-0.38603330,0.00000000
-0.38583330,0.00000000
-0.38563330,0.00000000
-0.38543330,0.04675197
-0.38523330,0.00000000
-0.38503330,0.00000000
-0.38483330,0.00000000
-0.38463330,0.00000000
-0.38443330,0.04675197
-0.38423330,0.04675197
-0.38403330,0.00000000
-0.38383330,0.00000000
-0.38363330,0.00000000
-0.38343330,0.00000000
-0.38323330,0.00000000
-0.38303330,0.00000000
-0.38283330,0.00000000
-0.38263330,0.00000000
-0.38243330,0.00000000
-0.38223330,0.00000000
-0.38203330,0.00000000
-0.38183330,0.00000000
-0.38163330,0.00000000
-0.38143330,0.00000000
-0.38123330,0.00000000
-0.38103330,0.04675197
-0.38083330,-0.04675197
-0.38063330,0.00000000
-0.38043330,0.00000000
-0.38023330,0.00000000
-0.38003330,0.00000000
-0.37983330,0.04675197
-0.37963330,-0.04675197
-0.37943330,0.04675197
-0.37923330,0.04675197
-0.37903330,0.04675197
-0.37883330,0.04675197
-0.37863330,0.00000000
-0.37843330,0.00000000
-0.37823330,0.00000000
-0.37803330,0.00000000
-0.37783330,0.00000000
-0.37763330,0.00000000
-0.37743330,0.04675197
-0.37723330,0.00000000
-0.37703330,0.04675197
-0.37683330,0.00000000
