Time,Channel A
(ms),(V)

-0.40039996,0.00000000
-0.40019996,0.00000000
-0.39999996,0.00000000
-0.39979996,0.00000000
-0.39959996,0.00000000
-0.39939996,0.00000000
-0.39919996,0.04675197
-0.39899996,0.00000000
-0.39879996,0.00000000
-0.39859996,-0.04675197
-0.39839996,0.04675197
-0.39819996,0.00000000
-0.39799996,0.00000000
-0.39779996,0.00000000
-0.39759996,0.04675197
-0.39739996,0.00000000
-0.39719996,0.00000000
-0.39699996,0.04675197
-0.39679996,0.00000000
-0.39659996,0.00000000
-0.39639996,0.00000000
-0.39619996,0.00000000
-0.39599996,0.00000000
-0.39579996,0.00000000
-0.39559996,0.00000000
-0.39539996,0.00000000
-0.39519996,0.04675197
-0.39499996,0.04675197
-0.39479996,0.00000000
-0.39459996,0.00000000
-0.39439996,0.04675197
-0.39419996,0.04675197
-0.39399996,0.04675197
-0.39379996,0.00000000
-0.39359996,0.04675197
-0.39339996,0.04675197
-0.39319996,0.00000000
-0.39299996,0.04675197
-0.39279996,0.00000000
-0.39259996,0.00000000
-0.39239996,0.00000000
-0.39219996,-0.04675197
-0.39199996,0.00000000
-0.39179996,0.04675197
-0.39159996,0.00000000
-0.39139996,0.00000000
-0.39119996,0.00000000
-0.39099996,0.00000000
-0.39079996,0.04675197
-0.39059996,0.00000000
-0.39039996,0.00000000
-0.39019996,-0.04675197
-0.38999996,0.00000000
-0.38979996,-0.09350394
-0.38959996,0.00000000
-0.38939996,0.00000000
-0.38919996,0.00000000
-0.38899996,0.00000000
-0.38879996,0.00000000
-0.38859996,0.00000000
-0.38839996,0.04675197
-0.38819996,-0.04675197
-0.38799996,0.00000000
-0.38779996,0.00000000
-0.38759996,0.00000000
-0.38739996,0.00000000
-0.38719996,0.04675197
-0.38699996,0.00000000
-0.38679996,0.00000000
-0.38659996,-0.04675197
-0.38639996,0.04675197
-0.38619996,0.00000000
-0.38599996,-0.04675197
-0.38579996,-0.04675197
-0.38559996,-0.04675197
-0.38539996,0.00000000
-0.38519996,-0.04675197
-0.38499996,0.00000000
-0.38479996,0.04675197
-0.38459996,0.00000000
-0.38439996,0.00000000
-0.38419996,0.00000000
-0.38399996,0.00000000
-0.38379996,0.00000000
-0.38359996,0.00000000
-0.38339996,-0.04675197
-0.38319996,0.00000000
-0.38299996,-0.04675197
-0.38279996,0.00000000
-0.38259996,0.00000000
-0.38239996,0.00000000
-0.38219996,0.04675197
-0.38199996,0.04675197
-0.38179996,0.00000000
-0.38159996,0.00000000
-0.38139996,-0.04675197
-0.38119996,0.04675197
-0.38099996,-0.04675197
-0.38079997,0.00000000
-0.38059997,0.00000000
-0.38039997,0.00000000
-0.38019997,0.00000000
-0.37999997,0.04675197
-0.37979997,0.00000000
-0.37959997,0.04675197
-0.37939997,0.00000000
-0.37919997,0.09350394
-0.37899997,0.04675197
-0.37879997,0.04675197
-0.37859997,0.00000000
-0.37839997,0.04675197
-0.37819997,0.04675197
-0.37799997,0.04675197
-0.37779997,0.04675197
-0.37759997,0.04675197
-0.37739997,0.04675197
-0.37719997,0.04675197
