Time,Channel A
(ms),(V)

-0.20012200,0.04675197
-0.20001800,-0.04675197
-0.19991400,0.00000000
-0.19981000,0.04675197
-0.19970600,0.04675197
-0.19960200,0.00000000
-0.19949800,0.00000000
-0.19939400,0.00000000
-0.19929000,0.00000000
-0.19918600,0.04675197
-0.19908200,0.04675197
-0.19897800,0.00000000
-0.19887400,0.00000000
-0.19877000,0.04675197
-0.19866600,0.04675197
-0.19856200,0.00000000
-0.19845800,0.00000000
-0.19835400,0.00000000
-0.19825000,0.04675197
-0.19814600,0.04675197
-0.19804200,0.04675197
-0.19793800,0.00000000
-0.19783400,0.00000000
-0.19773000,0.04675197
-0.19762600,0.00000000
-0.19752200,0.04675197
-0.19741800,0.04675197
-0.19731400,0.00000000
-0.19721000,0.00000000
-0.19710600,0.04675197
-0.19700200,0.04675197
-0.19689800,0.04675197
-0.19679400,0.04675197
-0.19669000,0.04675197
-0.19658600,0.00000000
-0.19648200,0.00000000
-0.19637800,0.04675197
-0.19627400,0.04675197
-0.19617000,0.00000000
-0.19606600,0.04675197
-0.19596200,0.00000000
-0.19585800,0.00000000
-0.19575400,0.00000000
-0.19565000,0.00000000
-0.19554600,0.04675197
-0.19544200,0.04675197
-0.19533800,0.00000000
-0.19523400,0.00000000
-0.19513000,0.00000000
-0.19502600,0.00000000
-0.19492200,0.00000000
-0.19481800,0.00000000
-0.19471400,0.00000000
-0.19461000,0.00000000
-0.19450600,0.00000000
-0.19440200,0.04675197
-0.19429800,0.04675197
-0.19419400,0.00000000
-0.19409000,0.04675197
-0.19398600,0.04675197
-0.19388200,0.04675197
-0.19377800,0.04675197
-0.19367400,0.00000000
-0.19357000,0.04675197
-0.19346600,0.04675197
-0.19336200,0.00000000
-0.19325800,0.00000000
-0.19315400,0.04675197
-0.19305000,0.04675197
-0.19294600,0.00000000
-0.19284200,0.00000000
-0.19273800,0.00000000
-0.19263400,0.04675197
-0.19253000,0.04675197
-0.19242600,0.04675197
-0.19232200,0.04675197
-0.19221800,0.00000000
-0.19211400,0.00000000
-0.19201000,0.00000000
-0.19190600,0.00000000
-0.19180200,0.00000000
-0.19169800,0.00000000
-0.19159400,0.00000000
-0.19149000,0.04675197
-0.19138600,0.00000000
-0.19128200,0.04675197
-0.19117800,-0.04675197
-0.19107400,0.04675197
-0.19097000,0.00000000
-0.19086600,0.04675197
-0.19076200,0.04675197
-0.19065800,0.04675197
-0.19055400,0.00000000
-0.19045000,0.04675197
-0.19034600,0.04675197
-0.19024200,0.00000000
-0.19013800,0.00000000
-0.19003400,0.00000000
-0.18993000,0.00000000
-0.18982600,0.00000000
-0.18972200,-0.04675197
-0.18961800,0.00000000
-0.18951400,0.00000000
-0.18941000,0.04675197
-0.18930600,0.00000000
-0.18920200,0.04675197
-0.18909800,0.00000000
-0.18899400,0.04675197
-0.18889000,-0.04675197
-0.18878600,0.04675197
-0.18868200,0.00000000
-0.18857800,0.00000000
-0.18847400,-0.04675197
-0.18837000,-0.04675197
-0.18826600,0.00000000
-0.18816200,0.00000000
-0.18805800,0.00000000
-0.18795400,0.04675197
