Time,Channel A
(ms),(V)

-0.10003466,0.00000000
-0.09997866,0.00000000
-0.09992266,0.00000000
-0.09986666,0.00000000
-0.09981066,0.00000000
-0.09975466,0.00000000
-0.09969866,0.00000000
-0.09964266,0.00000000
-0.09958666,0.00000000
-0.09953066,0.04675197
-0.09947466,-0.04675197
-0.09941866,0.04675197
-0.09936266,0.00000000
-0.09930666,0.04675197
-0.09925066,0.00000000
-0.09919466,0.00000000
-0.09913866,0.00000000
-0.09908266,0.00000000
-0.09902666,-0.04675197
-0.09897066,0.04675197
-0.09891466,0.00000000
-0.09885866,0.04675197
-0.09880266,0.04675197
-0.09874666,0.00000000
-0.09869066,0.00000000
-0.09863466,0.09350394
-0.09857866,0.00000000
-0.09852266,0.00000000
-0.09846666,0.00000000
-0.09841066,0.00000000
-0.09835466,0.00000000
-0.09829866,0.00000000
-0.09824266,0.00000000
-0.09818666,0.00000000
-0.09813066,0.00000000
-0.09807466,0.04675197
-0.09801866,0.00000000
-0.09796266,0.04675197
-0.09790666,0.00000000
-0.09785066,0.04675197
-0.09779466,-0.04675197
-0.09773866,0.04675197
-0.09768266,0.00000000
-0.09762666,-0.04675197
-0.09757066,0.00000000
-0.09751466,0.04675197
-0.09745866,0.00000000
-0.09740266,0.00000000
-0.09734666,0.00000000
-0.09729066,0.04675197
-0.09723466,-0.04675197
-0.09717866,0.04675197
-0.09712266,0.00000000
-0.09706666,0.00000000
-0.09701066,0.00000000
-0.09695466,0.04675197
-0.09689866,-0.04675197
-0.09684266,0.04675197
-0.09678666,0.00000000
-0.09673066,0.04675197
-0.09667466,0.00000000
-0.09661866,0.00000000
-0.09656266,0.00000000
-0.09650666,0.04675197
-0.09645066,0.00000000
-0.09639466,0.04675197
-0.09633866,0.00000000
-0.09628266,0.00000000
-0.09622666,-0.04675197
-0.09617066,0.04675197
-0.09611466,0.00000000
-0.09605866,0.00000000
-0.09600266,0.04675197
-0.09594666,0.04675197
-0.09589066,0.00000000
-0.09583466,0.04675197
-0.09577866,0.00000000
-0.09572266,0.04675197
-0.09566666,0.00000000
-0.09561066,0.00000000
-0.09555466,0.00000000
-0.09549866,0.00000000
-0.09544266,0.04675197
-0.09538666,-0.04675197
-0.09533066,0.04675197
-0.09527466,0.04675197
-0.09521866,-0.04675197
-0.09516266,0.00000000
-0.09510666,0.00000000
-0.09505066,0.09350394
-0.09499466,0.04675197
-0.09493866,0.00000000
-0.09488266,0.04675197
-0.09482666,0.04675197
-0.09477066,0.00000000
-0.09471466,0.04675197
-0.09465866,0.04675197
-0.09460266,0.04675197
-0.09454666,0.09350394
-0.09449066,0.04675197
-0.09443466,0.00000000
-0.09437866,0.04675197
-0.09432266,0.00000000
-0.09426666,0.04675197
-0.09421066,0.04675197
-0.09415466,0.04675197
-0.09409866,0.00000000
-0.09404266,0.04675197
-0.09398666,0.04675197
-0.09393066,0.04675197
-0.09387466,0.04675197
-0.09381866,0.00000000
-0.09376266,0.04675197
-0.09370666,0.04675197
-0.09365066,0.04675197
-0.09359466,0.00000000
-0.09353866,0.00000000
-0.09348266,0.04675197
