Time,Channel A
(ms),(V)

-0.20012571,0.00000000
-0.20002171,0.04675197
-0.19991771,0.00000000
-0.19981371,0.04675197
-0.19970971,0.00000000
-0.19960571,0.00000000
-0.19950171,-0.04675197
-0.19939771,0.04675197
-0.19929371,0.04675197
-0.19918971,0.00000000
-0.19908571,0.04675197
-0.19898171,0.04675197
-0.19887771,0.04675197
-0.19877371,0.04675197
-0.19866971,0.04675197
-0.19856571,0.04675197
-0.19846171,0.04675197
-0.19835771,0.04675197
-0.19825371,0.00000000
-0.19814971,0.04675197
-0.19804571,0.04675197
-0.19794171,0.04675197
-0.19783771,0.04675197
-0.19773371,0.00000000
-0.19762971,0.04675197
-0.19752571,0.04675197
-0.19742171,0.04675197
-0.19731771,0.09350394
-0.19721371,0.04675197
-0.19710971,0.09350394
-0.19700571,0.00000000
-0.19690171,0.09350394
-0.19679771,0.00000000
-0.19669371,0.04675197
-0.19658971,0.04675197
-0.19648571,0.04675197
-0.19638171,0.04675197
-0.19627771,0.14040970
-0.19617371,0.04675197
-0.19606971,0.04675197
-0.19596571,0.04675197
-0.19586171,0.09350394
-0.19575771,0.04675197
-0.19565371,0.09350394
-0.19554971,0.00000000
-0.19544571,0.09350394
-0.19534171,0.04675197
-0.19523771,0.04675197
-0.19513371,0.04675197
-0.19502971,0.09350394
-0.19492571,0.04675197
-0.19482171,0.09350394
-0.19471771,0.04675197
-0.19461371,0.04675197
-0.19450971,0.00000000
-0.19440571,0.09350394
-0.19430171,0.04675197
-0.19419771,0.09350394
-0.19409371,0.00000000
-0.19398971,0.04675197
-0.19388571,0.04675197
-0.19378171,0.04675197
-0.19367771,-0.04675197
-0.19357371,0.04675197
-0.19346971,0.04675197
-0.19336571,0.04675197
-0.19326171,0.00000000
-0.19315771,0.04675197
-0.19305371,0.04675197
-0.19294971,0.04675197
-0.19284571,0.04675197
-0.19274171,0.09350394
-0.19263771,0.00000000
-0.19253371,0.04675197
-0.19242971,0.04675197
-0.19232571,0.00000000
-0.19222171,0.04675197
-0.19211771,0.00000000
-0.19201371,0.00000000
-0.19190971,0.04675197
-0.19180571,0.00000000
-0.19170171,0.04675197
-0.19159771,0.00000000
-0.19149371,0.00000000
-0.19138971,0.00000000
-0.19128571,0.04675197
-0.19118171,0.00000000
-0.19107771,0.04675197
-0.19097371,0.04675197
-0.19086971,0.00000000
-0.19076571,0.00000000
-0.19066171,0.04675197
-0.19055771,0.00000000
-0.19045371,0.04675197
-0.19034971,0.04675197
-0.19024571,0.04675197
-0.19014171,-0.04675197
-0.19003771,0.00000000
-0.18993371,0.00000000
-0.18982971,0.00000000
-0.18972571,0.00000000
-0.18962171,0.04675197
-0.18951771,0.04675197
-0.18941371,0.00000000
-0.18930971,0.00000000
-0.18920571,0.00000000
-0.18910171,0.00000000
-0.18899771,0.04675197
-0.18889371,0.00000000
-0.18878971,0.04675197
-0.18868571,0.00000000
-0.18858171,0.00000000
-0.18847771,0.04675197
-0.18837371,0.00000000
-0.18826971,0.00000000
-0.18816571,0.09350394
-0.18806171,0.00000000
-0.18795771,0.00000000
