Time,Channel A
(ms),(V)

-0.10005333,0.00000000
-0.09999733,-0.04675197
-0.09994133,0.00000000
-0.09988533,-0.04675197
-0.09982933,0.00000000
-0.09977333,0.04675197
-0.09971733,0.04675197
-0.09966133,0.00000000
-0.09960533,0.00000000
-0.09954933,0.00000000
-0.09949333,0.00000000
-0.09943733,0.00000000
-0.09938133,0.04675197
-0.09932533,-0.04675197
-0.09926933,0.00000000
-0.09921333,0.04675197
-0.09915733,0.00000000
-0.09910133,-0.04675197
-0.09904533,0.00000000
-0.09898933,0.00000000
-0.09893333,0.00000000
-0.09887733,-0.04675197
-0.09882133,0.00000000
-0.09876533,0.00000000
-0.09870933,0.04675197
-0.09865333,-0.04675197
-0.09859733,0.04675197
-0.09854133,-0.04675197
-0.09848533,0.00000000
-0.09842933,0.00000000
-0.09837333,0.00000000
-0.09831733,-0.04675197
-0.09826133,-0.04675197
-0.09820533,0.00000000
-0.09814933,0.00000000
-0.09809333,0.00000000
-0.09803733,0.04675197
-0.09798133,0.00000000
-0.09792533,0.00000000
-0.09786933,0.00000000
-0.09781333,0.04675197
-0.09775733,0.04675197
-0.09770133,0.00000000
-0.09764533,0.00000000
-0.09758933,0.04675197
-0.09753333,-0.04675197
-0.09747733,0.00000000
-0.09742133,0.00000000
-0.09736533,0.00000000
-0.09730933,0.00000000
-0.09725333,0.04675197
-0.09719733,0.00000000
-0.09714133,0.00000000
-0.09708533,-0.04675197
-0.09702933,0.00000000
-0.09697333,0.00000000
-0.09691733,0.00000000
-0.09686133,0.00000000
-0.09680533,0.04675197
-0.09674933,0.00000000
-0.09669333,0.00000000
-0.09663733,-0.04675197
-0.09658133,0.00000000
-0.09652533,-0.04675197
-0.09646933,0.00000000
-0.09641333,0.00000000
-0.09635733,0.04675197
-0.09630133,0.00000000
-0.09624533,0.00000000
-0.09618933,-0.04675197
-0.09613333,0.04675197
-0.09607733,-0.04675197
-0.09602133,0.00000000
-0.09596533,0.00000000
-0.09590933,0.00000000
-0.09585333,-0.04675197
-0.09579733,-0.04675197
-0.09574133,0.00000000
-0.09568533,0.00000000
-0.09562933,-0.04675197
-0.09557333,0.00000000
-0.09551733,-0.04675197
-0.09546133,0.04675197
-0.09540533,0.00000000
-0.09534933,0.00000000
-0.09529333,-0.04675197
-0.09523733,0.00000000
-0.09518133,0.00000000
-0.09512533,0.00000000
-0.09506933,0.00000000
-0.09501333,0.00000000
-0.09495733,-0.04675197
-0.09490133,0.00000000
-0.09484533,-0.04675197
-0.09478933,0.00000000
-0.09473333,-0.04675197
-0.09467733,0.00000000
-0.09462133,0.00000000
-0.09456533,0.00000000
-0.09450933,0.00000000
-0.09445333,0.04675197
-0.09439733,-0.04675197
-0.09434133,0.04675197
-0.09428533,-0.04675197
-0.09422933,0.00000000
-0.09417333,0.00000000
-0.09411733,-0.04675197
-0.09406133,0.00000000
-0.09400533,0.04675197
-0.09394933,-0.04675197
-0.09389333,0.00000000
-0.09383733,-0.04675197
-0.09378133,0.00000000
-0.09372533,-0.04675197
-0.09366933,0.04675197
-0.09361333,0.00000000
